,9_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.000590224319045428
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.19666666927780715
global AUC,0.9004697558541253
global NDCG,0.48703359245376615
prediction time (sec),19.801074504852295
training time (sec),3203.134583711624
