,56_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0006345899062420886
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.1976709687259904
global AUC,0.9004697558541253
global NDCG,0.4887611517998838
prediction time (sec),19.609476566314697
training time (sec),3244.1148347854614
