,11_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0007002224083356702
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.20122414085309107
global AUC,0.9004697558541253
global NDCG,0.4858256787415821
prediction time (sec),19.248921632766724
training time (sec),3232.499640226364
