,39_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0007590884764660893
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.20484972703918894
global AUC,0.9004697558541253
global NDCG,0.48364913656157044
prediction time (sec),19.566561460494995
training time (sec),3216.9577322006226
