,21_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0006242283872290558
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.2036216959705528
global AUC,0.9004697558541253
global NDCG,0.4864091813541926
prediction time (sec),19.549639225006104
training time (sec),3184.454523563385
