,90_DDA_SKF
ACC,0.5612648221343873
AUC,0.5323929950934584
Fscore,0.0016020249105532613
HR@10,0.007905138339920948
HR@2,0.003952569169960474
HR@5,0.003952569169960474
Lin's AUC,0.524606638432496
NDCGk,0.2405204075953157
global AUC,0.5688757933604005
global NDCG,0.5642129805369319
prediction time (sec),0.03918194770812988
training time (sec),417.7343518733978
