,15_DDA_SKF
ACC,0.6324110671936759
AUC,0.5568581745704906
Fscore,0.001372792570899644
HR@10,0.011857707509881422
HR@2,0.003952569169960474
HR@5,0.007905138339920948
Lin's AUC,0.5574164971995009
NDCGk,0.24810832926013246
global AUC,0.6329530356461688
global NDCG,0.6000763374756057
prediction time (sec),0.03846001625061035
training time (sec),400.72157526016235
