,100_FastaiCollabWrapper
ACC,0.9642857142857143
AUC,0.5007039081592656
Fscore,0.0002703916128769243
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5375837758254459
NDCGk,0.18466773954442445
global AUC,0.9029058940551525
global NDCG,0.5003983142843561
prediction time (sec),68.46458697319031
training time (sec),748.8483381271362
