,91_FastaiCollabWrapper
ACC,0.9695378151260504
AUC,0.5021245125541125
Fscore,0.0002771695302572383
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4595583291522479
NDCGk,0.18690358472334623
global AUC,0.8923109832653332
global NDCG,0.48754199757721145
prediction time (sec),69.83373522758484
training time (sec),734.8114719390869
