,51_PMF
ACC,0.6301369863013698
AUC,0.5632069420973164
Fscore,0.000510033723965332
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6094918540205123
NDCGk,0.22418918478841038
global AUC,0.6265674197729749
global NDCG,0.32225497907546397
prediction time (sec),0.00629115104675293
training time (sec),8.466253757476807
