,7_PMF
ACC,0.547945205479452
AUC,0.5242596097753355
Fscore,0.0004435545496240342
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5582913180241641
NDCGk,0.2274001233214832
global AUC,0.5539118520841068
global NDCG,0.31606159682566326
prediction time (sec),0.0062639713287353516
training time (sec),8.5336332321167
