,9_LRSSL
ACC,0.11764705882352941
AUC,0.5
Fscore,0.0005549258726882051
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5315741428089774
NDCGk,0.24538664018780795
global AUC,0.188960467073428
global NDCG,0.3984080675989737
prediction time (sec),2.7855660915374756
training time (sec),291.53028297424316
