,10_ALSWR
ACC,0.5121951219512195
AUC,0.5654721540749684
Fscore,0.0005518869916306288
HR@10,0.05
HR@2,0.0
HR@5,0.025
Lin's AUC,0.5613579006295434
NDCGk,0.2080071471402513
global AUC,0.5332355676178325
global NDCG,0.43585313404136145
prediction time (sec),0.01017618179321289
training time (sec),11.503550291061401
