,44_BNNR
ACC,1.0
AUC,0.5
Fscore,0.000582759066400591
HR@10,0.0163265306122449
HR@2,0.004081632653061225
HR@5,0.01020408163265306
Lin's AUC,0.706504559804085
NDCGk,0.2344515203780612
global AUC,0.9319845779321297
global NDCG,0.6409285581554709
prediction time (sec),0.12824773788452148
training time (sec),3051.009206056595
