,26_BNNR
ACC,1.0
AUC,0.5
Fscore,0.000582759066400591
HR@10,0.018367346938775512
HR@2,0.004081632653061225
HR@5,0.00816326530612245
Lin's AUC,0.7075920817974314
NDCGk,0.2344515203780612
global AUC,0.9304136427847863
global NDCG,0.6406920121798162
prediction time (sec),0.1295185089111328
training time (sec),3034.6989336013794
