,80_PMF
ACC,0.5274261603375527
AUC,0.503542323466188
Fscore,0.0019645456919898077
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5332097664992442
NDCGk,0.2525574232996798
global AUC,0.5280595557197848
global NDCG,0.4567542994286181
prediction time (sec),0.01884174346923828
training time (sec),22.995466470718384
