,4_PMF
ACC,0.5232067510548524
AUC,0.49386468835984515
Fscore,0.001828111129655368
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5226608501319455
NDCGk,0.2512283834975374
global AUC,0.5224831901604136
global NDCG,0.4551500790660585
prediction time (sec),0.017209291458129883
training time (sec),34.43529415130615
