,44_HAN
ACC,1.0
AUC,0.5
Fscore,8.288065254067063e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7077806542296561
NDCGk,0.1568066549234537
global AUC,0.9508721026998833
global NDCG,0.3565939000886758
prediction time (sec),1.7814462184906006
training time (sec),3270.6612882614136
