,17_LibMF
ACC,1.0
AUC,0.5
Fscore,0.0006524046290352208
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.05525621535902388
NDCGk,0.2031408550106618
global AUC,0.8994084461734899
global NDCG,0.49055843804392707
prediction time (sec),0.005357027053833008
training time (sec),28.06816816329956
