,65_MBiRW
ACC,0.9863013698630136
AUC,0.5
Fscore,0.0003800289612777521
HR@10,0.013888888888888888
HR@2,0.013888888888888888
HR@5,0.013888888888888888
Lin's AUC,0.7152523424169759
NDCGk,0.1975368959252907
global AUC,0.9387453914434916
global NDCG,0.4258011802727887
prediction time (sec),0.46253061294555664
training time (sec),2259.3413548469543
