,90_MBiRW
ACC,0.9863013698630136
AUC,0.5
Fscore,0.0003800289612777521
HR@10,0.013888888888888888
HR@2,0.013888888888888888
HR@5,0.013888888888888888
Lin's AUC,0.7336947725900275
NDCGk,0.1975368959252907
global AUC,0.9396220533168994
global NDCG,0.4303339767528406
prediction time (sec),0.47275376319885254
training time (sec),2293.394281387329
