,17_MBiRW
ACC,0.9863013698630136
AUC,0.5027548209366391
Fscore,0.000380984373616998
HR@10,0.013888888888888888
HR@2,0.013888888888888888
HR@5,0.013888888888888888
Lin's AUC,0.7455907013137921
NDCGk,0.19780694182009917
global AUC,0.9452545833288283
global NDCG,0.4284063493325517
prediction time (sec),0.3220553398132324
training time (sec),1998.2716023921967
