,91_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.001058176121423595
HR@10,0.017786561264822136
HR@2,0.003952569169960474
HR@5,0.009881422924901186
Lin's AUC,0.8742720587800461
NDCGk,0.23656418268495227
global AUC,0.9774855242763679
global NDCG,0.8062901151345165
prediction time (sec),0.03276491165161133
training time (sec),3624.3057684898376
