,94_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.001155573759384145
HR@10,0.017786561264822136
HR@2,0.003952569169960474
HR@5,0.009881422924901186
Lin's AUC,0.8581404855236203
NDCGk,0.21994124653711064
global AUC,0.9740865916705485
global NDCG,0.762857293158583
prediction time (sec),0.03394508361816406
training time (sec),3659.409844636917
