,37_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.001099598247965243
HR@10,0.015810276679841896
HR@2,0.003952569169960474
HR@5,0.009881422924901186
Lin's AUC,0.8626252997895414
NDCGk,0.2232948963126457
global AUC,0.9736926213125463
global NDCG,0.7530539379697199
prediction time (sec),0.03337454795837402
training time (sec),3654.892397880554
