,82_BNNR
ACC,0.975609756097561
AUC,0.5
Fscore,0.0006388388464994556
HR@10,0.1
HR@2,0.025
HR@5,0.0625
Lin's AUC,0.6998847937639766
NDCGk,0.194090987850159
global AUC,0.9500033789993837
global NDCG,0.6948128337557921
prediction time (sec),0.34438300132751465
training time (sec),783.4879252910614
