,5_BNNR
ACC,0.975609756097561
AUC,0.5
Fscore,0.0005466353344046132
HR@10,0.0875
HR@2,0.0125
HR@5,0.0375
Lin's AUC,0.7873606662058631
NDCGk,0.19062923958089448
global AUC,0.9594877572094331
global NDCG,0.6216986598346556
prediction time (sec),1.0135657787322998
training time (sec),2695.952071428299
