,85_HAN
ACC,1.0
AUC,0.5
Fscore,0.00024342051892371294
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4428971637292088
NDCGk,0.1773132460734375
global AUC,0.9345662013722904
global NDCG,0.3226576434758438
prediction time (sec),1.8572971820831299
training time (sec),4346.761292934418
