,15_SCPMF
ACC,0.42391304347826086
AUC,0.43509636894307835
Fscore,0.00017280397587898466
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4732909597202158
NDCGk,0.1597422585032406
global AUC,0.4202770292236408
global NDCG,0.26895763384333765
prediction time (sec),1.1653263568878174
training time (sec),1862.7330536842346
