,71_SCPMF
ACC,0.5869565217391305
AUC,0.5948572684546647
Fscore,0.00027528807946281366
HR@10,0.005434782608695652
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5668542360565894
NDCGk,0.19001458743634309
global AUC,0.5953912251020762
global NDCG,0.29665585637620234
prediction time (sec),1.1472456455230713
training time (sec),1850.891550540924
