,2_SCPMF
ACC,0.5853658536585366
AUC,0.5360075364322336
Fscore,0.0006000494455938154
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5676925041534158
NDCGk,0.20327032385522334
global AUC,0.6024473416736048
global NDCG,0.4140247769205545
prediction time (sec),0.5263998508453369
training time (sec),34.5223708152771
