,15_SCPMF
ACC,0.7073170731707317
AUC,0.5842082075552036
Fscore,0.0006845992163206597
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6554098233342289
NDCGk,0.22658108884574987
global AUC,0.6987303071915919
global NDCG,0.4207471432931428
prediction time (sec),0.5273475646972656
training time (sec),34.22515869140625
