,39_SCPMF
ACC,0.7195121951219512
AUC,0.6089770058466456
Fscore,0.0006560360942801665
HR@10,0.0125
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6487977353709422
NDCGk,0.22967778486330373
global AUC,0.7201650573618935
global NDCG,0.46482889558880636
prediction time (sec),0.5073063373565674
training time (sec),33.81366491317749
