,4_LogisticMF
ACC,1.0
AUC,0.5
Fscore,0.004049670655826028
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7239082605787582
NDCGk,0.24538664018780795
global AUC,0.9340337015265731
global NDCG,0.5635417138449742
prediction time (sec),0.021556854248046875
training time (sec),15.700758695602417
