,42_LogisticMF
ACC,1.0
AUC,0.5
Fscore,0.004049670655826028
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7640678854243803
NDCGk,0.24538664018780795
global AUC,0.9408526468778632
global NDCG,0.5705435491014679
prediction time (sec),0.03757905960083008
training time (sec),15.872498512268066
