,20_LogisticMF
ACC,1.0
AUC,0.5
Fscore,0.0006315228604968824
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7471445346710907
NDCGk,0.19018979155123947
global AUC,0.9539213122461331
global NDCG,0.5894458695362322
prediction time (sec),0.0638587474822998
training time (sec),47.8308892250061
