,1_NIMCGCN
ACC,1.0
AUC,0.5
Fscore,0.00024342051892371294
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.23651925288280853
NDCGk,0.1773132460734375
global AUC,0.8707861028814023
global NDCG,0.28834868450970813
prediction time (sec),1234.5135521888733
training time (sec),34405.751682281494
