,7_NIMCGCN
ACC,1.0
AUC,0.5
Fscore,0.00024342051892371294
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.2363118591543145
NDCGk,0.1773132460734375
global AUC,0.8712047386354462
global NDCG,0.28820896596295
prediction time (sec),1189.8594226837158
training time (sec),31623.460424900055
