,52_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0012872796550949446
HR@10,0.002583979328165375
HR@2,0.0
HR@5,0.002583979328165375
Lin's AUC,0.5
NDCGk,0.22255288112732133
global AUC,0.9008352139594649
global NDCG,0.49254334163715396
prediction time (sec),2.775604486465454
training time (sec),1313.2387726306915
