,48_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0018331822324132397
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.2352693078204087
global AUC,0.9008352139594649
global NDCG,0.49140408274735065
prediction time (sec),3.0397303104400635
training time (sec),1338.8950667381287
