,99_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.00164143029958636
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.2276194645223727
global AUC,0.9008352139594649
global NDCG,0.4892764021209284
prediction time (sec),2.5250463485717773
training time (sec),1291.0464375019073
