,89_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0013153084495856793
HR@10,0.00516795865633075
HR@2,0.002583979328165375
HR@5,0.002583979328165375
Lin's AUC,0.5
NDCGk,0.2157998490063942
global AUC,0.9008352139594649
global NDCG,0.4897374428603904
prediction time (sec),3.007857322692871
training time (sec),1347.7248289585114
