,55_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0016706691724832786
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.22538207268017604
global AUC,0.9008352139594649
global NDCG,0.49186098719536453
prediction time (sec),3.1063966751098633
training time (sec),1335.3136146068573
