,44_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.001363099084803115
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.23933797821571723
global AUC,0.9008352139594649
global NDCG,0.48961608262598566
prediction time (sec),2.641796827316284
training time (sec),1360.0549731254578
