,85_NIMCGCN
ACC,0.9702572347266881
AUC,0.5
Fscore,0.0002351410919360084
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5349593823425303
NDCGk,0.16572411557719868
global AUC,0.9066017998448397
global NDCG,0.5041545178434699
prediction time (sec),130.49867033958435
training time (sec),3501.887229681015
