,47_NIMCGCN
ACC,0.9702572347266881
AUC,0.5
Fscore,0.0002351410919360084
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5347769562078643
NDCGk,0.16572411557719868
global AUC,0.9065511464245374
global NDCG,0.5040320149131172
prediction time (sec),246.97551107406616
training time (sec),3412.6102793216705
