,8_DDA_SKF
ACC,0.5672131147540984
AUC,0.5538199321926441
Fscore,0.0008376898668157714
HR@10,0.014754098360655738
HR@2,0.003278688524590164
HR@5,0.00819672131147541
Lin's AUC,0.520006809464562
NDCGk,0.2190515851590033
global AUC,0.5764521651054836
global NDCG,0.5750048294418765
prediction time (sec),0.18596720695495605
training time (sec),408.508095741272
