,67_DDA_SKF
ACC,0.6131147540983607
AUC,0.5462813649898052
Fscore,0.0008808321018485292
HR@10,0.00819672131147541
HR@2,0.001639344262295082
HR@5,0.004918032786885246
Lin's AUC,0.5242488226288299
NDCGk,0.21490210331390938
global AUC,0.6131927614046281
global NDCG,0.5744364408639595
prediction time (sec),0.11509823799133301
training time (sec),421.292765378952
