,91_DDA_SKF
ACC,0.5836065573770491
AUC,0.5657420469829733
Fscore,0.0007277937675542081
HR@10,0.011475409836065573
HR@2,0.0
HR@5,0.004918032786885246
Lin's AUC,0.4841295096234943
NDCGk,0.21688478254887114
global AUC,0.5888551514940361
global NDCG,0.5465931673901433
prediction time (sec),0.10992097854614258
training time (sec),410.86319303512573
