,75_DDA_SKF
ACC,0.5655737704918032
AUC,0.5584769770596264
Fscore,0.0007776522298052876
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5021708142901912
NDCGk,0.21929676404812204
global AUC,0.5718738996858764
global NDCG,0.5080143493901835
prediction time (sec),0.1167294979095459
training time (sec),409.1720085144043
