,65_SCPMF
ACC,0.4620253164556962
AUC,0.47672469671081746
Fscore,0.0015965957035747002
HR@10,0.002109704641350211
HR@2,0.0
HR@5,0.0
Lin's AUC,0.47091639549482844
NDCGk,0.2513931455023016
global AUC,0.46148980236552095
global NDCG,0.4608400640204823
prediction time (sec),0.011799097061157227
training time (sec),89.57817101478577
