,29_LogisticMF
ACC,0.9716386554621849
AUC,0.5
Fscore,0.0003202734751818321
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.8006398869954627
NDCGk,0.1833154297613379
global AUC,0.9704377288168361
global NDCG,0.6204804743942429
prediction time (sec),0.26461315155029297
training time (sec),90.95778274536133
