,8_FastaiCollabWrapper
ACC,1.0
AUC,0.5
Fscore,0.0011326870492737902
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.40440327638533197
NDCGk,0.22372748513658097
global AUC,0.8873051270812761
global NDCG,0.481474483129411
prediction time (sec),16.76442313194275
training time (sec),190.1122043132782
