,1_PMF
ACC,0.6623376623376623
AUC,0.5733091676530403
Fscore,0.00023928105202436606
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5798147088441009
NDCGk,0.18169115139925104
global AUC,0.6552148902390128
global NDCG,0.49121574905998067
prediction time (sec),0.20220208168029785
training time (sec),97.88219833374023
