,69_PMF
ACC,0.6571428571428571
AUC,0.5840307772713653
Fscore,0.00023360177862887736
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5738041605153882
NDCGk,0.186419517845318
global AUC,0.6503239895403286
global NDCG,0.4922981538497332
prediction time (sec),0.178053617477417
training time (sec),86.83089447021484
