,81_LRSSL
ACC,0.007751937984496124
AUC,0.4951467509505049
Fscore,0.00022015325994786844
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4860709839040325
NDCGk,0.22727673982034957
global AUC,0.10571957829667182
global NDCG,0.38387794287345606
prediction time (sec),1.8949034214019775
training time (sec),151.40398693084717
