,1_LRSSL
ACC,0.015503875968992248
AUC,0.5046119722168957
Fscore,0.0002698388698970973
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4760345078511381
NDCGk,0.23702608433188066
global AUC,0.10870778656644921
global NDCG,0.3886646193737826
prediction time (sec),1.2508151531219482
training time (sec),119.00711107254028
