,73_LRSSL
ACC,0.012919896640826873
AUC,0.4993763928844984
Fscore,0.000266570390960466
HR@10,0.002583979328165375
HR@2,0.0
HR@5,0.0
Lin's AUC,0.48117942139846587
NDCGk,0.2319742948457168
global AUC,0.10765393560690369
global NDCG,0.3911753521478992
prediction time (sec),1.5001716613769531
training time (sec),147.4465925693512
