,21_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.0018876231996239703
HR@10,0.004219409282700422
HR@2,0.002109704641350211
HR@5,0.002109704641350211
Lin's AUC,0.8012739596489412
NDCGk,0.27890988615983525
global AUC,0.9553876882434006
global NDCG,0.6123793718907321
prediction time (sec),0.028344154357910156
training time (sec),3023.141934633255
