,66_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.0018876231996239703
HR@10,0.006329113924050633
HR@2,0.002109704641350211
HR@5,0.004219409282700422
Lin's AUC,0.7997608457942467
NDCGk,0.27890988615983525
global AUC,0.9563607805756754
global NDCG,0.6166499902189818
prediction time (sec),0.043942928314208984
training time (sec),3865.766710996628
