,68_SCPMF
ACC,0.5348837209302325
AUC,0.5141987671095265
Fscore,0.0016491484184744764
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5163517836278451
NDCGk,0.2376621192854115
global AUC,0.5316617335543461
global NDCG,0.4589368085659492
prediction time (sec),0.02382493019104004
training time (sec),41.8635790348053
