,81_SCPMF
ACC,0.5348837209302325
AUC,0.5119780856639687
Fscore,0.0012613138657926258
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5261490829600398
NDCGk,0.23602741547304887
global AUC,0.5311582662017954
global NDCG,0.46646888934676173
prediction time (sec),0.02467179298400879
training time (sec),42.56675863265991
