,2_SCPMF
ACC,0.5968992248062015
AUC,0.49862832340495755
Fscore,0.0018928555907367403
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5261645166403065
NDCGk,0.23471461969187205
global AUC,0.5834463271492325
global NDCG,0.47079635416228005
prediction time (sec),0.02608776092529297
training time (sec),41.89092683792114
