,42_NIMCGCN
ACC,1.0
AUC,0.5
Fscore,0.0011565790992575152
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5525944997079111
NDCGk,0.2221309615023175
global AUC,0.9051719897911177
global NDCG,0.5049748250528324
prediction time (sec),24.68269371986389
training time (sec),816.6221816539764
